No.     Time           Source                Destination           Protocol Length Info
    560 0.043662594    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=433953 Win=417024 Len=0 TSval=505018887 TSecr=422126690
    561 0.043672419    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=436849 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    562 0.043676883    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=439745 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    563 0.043681338    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=442641 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    564 0.043685127    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=445537 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    565 0.043689167    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=448433 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    566 0.043698958    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=481737 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    567 0.043701885    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=483185 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    568 0.043912901    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=451329 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    569 0.043923783    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=484633 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    570 0.043926749    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=486081 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    571 0.044167976    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=487529 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    572 0.044171865    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=488977 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    573 0.044417089    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=490425 Ack=1 Win=29312 Len=1448 TSval=422126690 TSecr=505018886
    574 0.044422266    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=491873 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    575 0.044704326    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=493321 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    576 0.044708075    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=494769 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    577 0.044918693    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=496217 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    578 0.044922244    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=497665 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    579 0.045167301    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=454225 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    580 0.045176210    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=457121 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    581 0.045180303    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=460017 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    582 0.045185333    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=462913 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    583 0.045189483    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=465809 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    584 0.045199572    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=499113 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    585 0.045202087    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=500561 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    586 0.045418996    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=502009 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    587 0.045422544    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=503457 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    588 0.045650455    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=504905 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    589 0.045652582    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=506353 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    590 0.045916814    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=507801 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    591 0.045920312    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=509249 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    592 0.046170371    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=510697 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    593 0.046173869    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=512145 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    594 0.046420658    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=513593 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    595 0.046424250    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=515041 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    596 0.046666480    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=468705 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    597 0.046676235    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=471601 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    598 0.046680563    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=474497 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    599 0.046684231    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=477393 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    600 0.046687967    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=480289 Win=417024 Len=0 TSval=505018888 TSecr=422126690
    601 0.046691274    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=483185 Win=417024 Len=0 TSval=505018889 TSecr=422126690
    602 0.046699631    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=516489 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    603 0.046702407    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=517937 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    604 0.046919071    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=486081 Win=417024 Len=0 TSval=505018889 TSecr=422126690
    605 0.046932207    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=519385 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    606 0.046934638    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=520833 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    607 0.047153887    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=522281 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    608 0.047156229    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=523729 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    609 0.047420768    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=525177 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    610 0.047424667    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=526625 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    611 0.047671125    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=528073 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    612 0.047674938    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=529521 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    613 0.047921797    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=530969 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    614 0.047925268    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=532417 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    615 0.048171465    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=488977 Win=417024 Len=0 TSval=505018889 TSecr=422126690
    616 0.048180026    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=491873 Win=417024 Len=0 TSval=505018889 TSecr=422126690
    617 0.048186126    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=533865 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    618 0.048188881    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=535313 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    619 0.048404957    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=494769 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    620 0.048414107    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=536761 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    621 0.048416892    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=538209 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    622 0.048420287    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=497665 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    623 0.048424544    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=500561 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    624 0.048673613    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=539657 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    625 0.048677272    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=541105 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    626 0.048920974    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=542553 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    627 0.048924666    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=544001 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    628 0.049174371    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=545449 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    629 0.049178170    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=546897 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    630 0.049179745    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=548345 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    631 0.049423066    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=549793 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    632 0.049426801    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=551241 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    633 0.049672352    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=503457 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    634 0.049681017    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=506353 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    635 0.049689415    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=552689 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    636 0.049692337    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=554137 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    637 0.049920807    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=509249 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    638 0.049929578    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=512145 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    639 0.049933736    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=515041 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    640 0.049937511    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=517937 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    641 0.049940962    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=520833 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    642 0.049950149    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=555585 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    643 0.049952737    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [PSH, ACK] Seq=557033 Ack=1 Win=29312 Len=1448 TSval=422126691 TSecr=505018887
    644 0.050198312    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=558481 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    645 0.050201994    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=559929 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    646 0.050422791    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=561377 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    647 0.050426380    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=562825 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    648 0.050675928    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=564273 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    649 0.050679486    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=565721 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    650 0.050924378    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=567169 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    651 0.050927786    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=568617 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    652 0.051172615    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=523729 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    653 0.051182230    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=526625 Win=417024 Len=0 TSval=505018889 TSecr=422126691
    654 0.051187420    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=529521 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    655 0.051191406    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=532417 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    656 0.051195426    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=535313 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    657 0.051202452    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=570065 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    658 0.051205074    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=571513 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    659 0.051424504    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=572961 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    660 0.051428106    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=574409 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    661 0.051673891    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=575857 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    662 0.051677383    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=577305 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    663 0.051930114    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=578753 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    664 0.051933625    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=580201 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    665 0.052176852    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=581649 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    666 0.052180488    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=583097 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    667 0.052426805    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=584545 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    668 0.052430363    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=585993 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    669 0.052676935    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=538209 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    670 0.052685499    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=541105 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    671 0.052689291    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=544001 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    672 0.052693037    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=546897 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    673 0.052696619    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=549793 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    674 0.052700213    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=552689 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    675 0.052705798    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=587441 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    676 0.052708340    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=588889 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    677 0.052927616    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=555585 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    678 0.052940772    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=590337 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    679 0.052943722    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=591785 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    680 0.053178615    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=593233 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    681 0.053182049    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=594681 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    682 0.053429287    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=596129 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    683 0.053432738    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=597577 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    684 0.053679694    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=599025 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    685 0.053683356    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=600473 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    686 0.053930114    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=601921 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    687 0.053933749    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=603369 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    688 0.054180050    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=558481 Win=417024 Len=0 TSval=505018890 TSecr=422126691
    689 0.054189511    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=561377 Win=417024 Len=0 TSval=505018890 TSecr=422126692
    690 0.054194039    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=564273 Win=417024 Len=0 TSval=505018890 TSecr=422126692
    691 0.054197721    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=567169 Win=417024 Len=0 TSval=505018890 TSecr=422126692
    692 0.054201326    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=570065 Win=417024 Len=0 TSval=505018890 TSecr=422126692
    693 0.054206603    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=604817 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    694 0.054209124    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=606265 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    695 0.054430584    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=572961 Win=417024 Len=0 TSval=505018890 TSecr=422126692
    696 0.054443607    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=607713 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    697 0.054446028    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=609161 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    698 0.054680433    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=610609 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    699 0.054684125    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=612057 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    700 0.054931068    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=613505 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    701 0.054934763    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=614953 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    702 0.055182250    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=616401 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    703 0.055185651    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=617849 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    704 0.055431577    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=619297 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    705 0.055435316    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=620745 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    706 0.055682041    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=575857 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    707 0.055691278    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=578753 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    708 0.055695532    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=581649 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    709 0.055698903    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=584545 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    710 0.055704718    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=622193 Ack=1 Win=29312 Len=1448 TSval=422126692 TSecr=505018887
    711 0.055732739    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=623641 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    712 0.055933168    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=625089 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    713 0.055936559    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=626537 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    714 0.056181157    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=627985 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    715 0.056184648    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=629433 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    716 0.056434002    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=630881 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    717 0.056437527    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=632329 Ack=1 Win=29312 Len=1448 TSval=422126693 TSecr=505018889
    718 0.056683904    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=588889 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    719 0.056692706    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=591785 Win=417024 Len=0 TSval=505018891 TSecr=422126692
    720 0.056700782    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=594681 Win=417024 Len=0 TSval=505018891 TSecr=422126692
